Title,Name,Specialty,Academic,City
dr,Stevan Vasiljević,radiolog,,
Prof. dr stom.,Stevanka Đorđević,,,
dr,Stevanović Tomislav,"pedijatar, Zrenjanin",,
dr,Stojana Čelebić,neuropsihijatar,,
dr,Strahinja Pavlović,"doktor stomatologije, master forenzike",,
dr,Strahinja Sretković,doktor stomatologije,,
Mr sci med dr,Sunčica Lepojevic,hirurg,,
dr,Sunčica Milošević,specijalizant interne medicine,,
dr,Sunčica Škapina,internista-gastroenterolog,,Čačak
dr,Sunčica Stoiljković-Jovanović,specijalista anesteziologije,,
dr,Sunčica Stojiljković Jovanović,specijalista anesteziologije,,
Ass. dr sc. med. ,Suzana Bojic,anesteziolog,,
dr,Suzana Izquierdo Pinedo,ginekolog,,
dr,Suzana Stajković,specijalista opšte stomatologije,,
dr,Suzana Stojadinović,neurolog,,
Doc. dr,Suzana Tosić Golubović,psihijatar,Medicinski fakultet Nis,
dr,Suzana Vuković,spec. opšte medicine,,
dr,Suzana Zdravković,,,
dr,Svetislav Popović,,,
dr,Svetlana Blagojević,,,
dr,Svetlana Bošnjaković Perić,spec. interne medicine,,
dr,Svetlana Broz,Internista - kardiolog,,
dr,Svetlana Dimitrijević,spec. Radiologije,,
dr,Svetlana Dinić,anesteziolog,,
dr,Svetlana Gligorić,oftalmolog,,
dr,Svetlana Jašmak,spec. radiologije,,
dr,Svetlana Jelić,"specijalista interne medicine, subspecijalista endokrinologije.",vanredni profesor Medicinskog fakulteta u Beogradu,
dr,Svetlana Krstić,,,Niš
dr,Svetlana Lučić,specijalista oftalmolog,,
dr,Svetlana Milanović,fizijatar,,
dr,Svetlana Mirković,spec. anesteziologije sa reanimatologijom,,
dr,Svetlana Mitrović,lekar opšte medicine,,
dr,Svetlana Pajić Savić,psihijatar,,
dr,Svetlana Pantić,lekar opšte prakse,,
Prof dr,Svetlana Pavlović,"redovni profesor Medicinskog fakulteta u Nišu u penziji, anesteziolog",,
dr,Svetlana Petrović-Spasić,pedijatar,,
dr,Svetlana Popović,specijalista oftalmologije,,
Prof. dr,Svetlana Saravolac Stefanović,pedijatar perinatolog-neonatolog,,
dr,Svetlana Sekulić,,,
dr,Svetlana Šlapek-Branković,fizijatar,,
dr,Svetlana Stefanović,specijalista,,
dr,Svetlana Stojisavljević,,,
dr,Svetlana Vidić,,,
dr,Svetlana Živanović,spec. ORL,,
dr,Svetozar Umićević,,,
dr,Tamara Babić,specijalizant abdominalne hirurgije,,
dr,Tamara Filipović,spec.oftalmologije,,
dr,Tamara Grubor,,,
dr,Tamara Ilić,,,
dr,Tamara Jemcov,nefrolog,,
dr,Tamara Knežević Ivanovski,lekar na specijalizaciji,,
dr,Tamara Maravić Gidaković,dermatolog,,
dr,Tamara Maravoć,dermatolog,,
dr,Tamara Nikolić Obradović,stomatolog,,
dr,Tamara Panić,,,
dr,Tamara Redža,,,
dr,Tamara Stojiljković Obradović,,,
dr,Tamara Tomić,,,
dr,Tamara Urošević,spec. interne medicine,,
Prof. dr,Tamara Vukavić,"pedijatar-gastroenterolog, redovni profesor Medicinskog fakulteta u Novom Sadu",,
dr,Tamara Žegarac,,,
dr,Tamara Zivanović,,,
dr,Tanja Babić,,,
dr,Tanja Gemaljević,pedijatar,,
dr,Tanja Katić Arnautović,otorinolaringolog,,
dr,Tanja Mastilović,doktor stomatologije,,
dr,Tanja Mijović,specijalista dečije hirurgije,,
Mr sci. med. dr,Tanja Nastasić,radiolog,,
dr,Tanja Otašević,oftalmolog,,
dr,Tanja Radovanović,spec. opšte medicine,,
dr,Tanja Ratković,spec. urgentne medicine,,
dr,Tanja Stojković,neurolog,,
dr,Tanja Šuka,stomatolog,,
dr,Tanja Tomović Sarić,spec. dečje hirurgije,,
dr,Tanja Vučković,,,
dr,Tara Đurović,doktor opšte prakse,,
dr,Tatjana A. Živanović,,,
dr,Tatjana Aleksić,dermatovenerolog,,Jagodina
dr,Tatjana Babić Petković,,,
dr,Tatjana Barbić,specijalista radiologije dijaspora,,
dr,Tatjana Blažin,,,
dr,Tatjana Dimić,,,
dr,Tatjana Filipović,neurolog,,
dr,Tatjana Guljcev Stamatović,specijalista ortopedije vilice,,
dr,Tatjana Jelinek Živanović,,,
dr,Tatjana Jović,spec. dermatovenerologije,,
dr,Tatjana Kanjevac Vučković,specijalista medicine rada,,
dr,Tatjana Latinović,gastroenterolog,,
dr,Tatjana Macut,pedijatar-neonatolog,,
dr,Tatjana Manojlović,,,
dr,Tatjana Markeljić,Dr opšte medicine,,
dr,Tatjana Milentijević,spec. urgentne medicine,,
dr,Tatjana Milošević,specijalizant anestezije,,
dr,Tatjana Milošević,spec. pedijatrije,,
dr,Tatjana Panić,,,
dr,Tatjana Paunović,,,
ac. spec. Prim. dr,Tatjana Rajkovic,"spec. urgentne medicine, Niš",,
dr,Tatjana Rogulja Orelj,spec. higijene,,
dr,Tatjana Savić Mladenović,spec. interne medicine,,
dr,Tatjana Šoškić,spec. transfuzijske medicine,,
Doc. dr,Tatjana Stanković,,,
dr,Tatjana Tasić,doktor medicinskih nauka,"asistent, Stomatološki fakultet",Beograd
dr,Tatjana Tomić,fizijatar i reumatolog,,
dr,Tatjana Vešović,,,
dr,Tea Kosanović,,,
dr sci.,Teodora Karan-Đurašević,,,
Prim. dr,Teodora Stanojlović,kardiolog,,
dr,Tihomir Milovanović,spec. za ortopedsku hirurgiju i traumatologiju,,
Asist. dr sci. med. ,Tihomir Stojković,,Medicinski fakultet u Beogradu,
dr,Tijana Blagojević,doktor stomatologije,,
dr,Tijana Božić,stomatolog,,
dr,Tijana Jovanović,pedijatar,,
dr,Tijana Marčeta,,,
dr,Tijana Mirjanić,spec psihijatrije,,
dr,Tijana Radović,specijalista radiologije,,
dr,Tijana Rakić,,,
dr,Tijana Simić,,,
dr,Tijana Smiljković,anesteziolog,,
dr,Tijana Stanković,psihosomatika sa psihoterapijom,,
dr,Tijana Tomić,spec. radiologije,,
dr,Tijana Životić,,,
dr,Timea Kokai Zekić,spec. neurologije,,
dr,Tina Novaković,transfuziolog,,
dr,Tiosava Đurović,spec. mikrobiologije sa parazitologijom,,
dr,Toma Milošev,specijalista fizikalne medicine i rehabilitacije,,
dr,Tomislav Bubanja,oftalmolog,,
Prim. dr,Tomislav Gajić,"spec. psihijatar, spec. psihoterapeut",docent univerziteta,
Prim. dr,Tomislav Matić,spec. ginekolog-akušer,,
dr,Tomislav Stavrić,radiolog,,
dr,Toni Mijajlović,"radiolog, dijaspora",,
Prim dr,Tonka Periškić,spec. urgentne medicine,,
dr,Toplica Milanović,,,
dr,Uroš Bačić,kardiolog,,
dr,Uroš Batranović,specijalista interne medicine,,
dr,Uroš Janković,,,
dr,Uroš Lazarević,lekar na specijalizaciji iz psihijatrije,,
dr,Uroš Marinković,specijalizant opste hirurgije,,
dr,Uroš Nešić,specijalizant urologije,,
dr,Uroš Ravilić,specijalista ginekologije i akušerstva,,
dr,Uroš Stanković,specijalizant ortopedije,,
dr,Uroš Vojinović,specijalista oralne hirurgije,,
prof.dr,Valentina Arsić Arsenijević,mikrobiolog,,
dr,Valentina Ljubić-Beganović,,,
dr,Valentina Milovanović,,,
dr,Valentina Štulić,internista,,
dr,Valeria Tomin Sabo,spec. medicine rada,,
dr,Vanda Peković Drinčić,spec. opšte medicine,,
dr,Vanja Hložan,,,
dr,Vanja Kuljanin,psihijatar,,
dr,Vanja Kurjakov,spec. pedijatrije,,
dr,Vanja Mandić Maravić,psihijatar,,
Doc. dr,Vanja Opačić-Galić,,,
dr,Vanja Rangelov,nefrolog,,
dr,Vanja Trkulja,neurolog,,
dr,Vanja Vidaković,,,
dr,Vanja Vragolić,,,
dr,Vaso Kecojević,,,
dr,Vedrana Marković,,,
dr,Velibor Jolić,neurolog,,
dr,Velibor Milanović,pedijatar-pulmolog,,
dr,Velimir Dašić,urolog,,
dr,Velimir Jakovljević,urolog,,
dr,Velimir Perić,,,
dr,Velizar Peruničić,anesteziolog i reanimatolog,,
dr,Velja Milačić,hirurg,,
dr,Veljko Đenadić,ortoped,,
dr,Veljko Drecun,doktor stomatologije,,
dr,Veljko Ikonić,stomatolog,,
Prim dr,Veljko Jovanović,specijalista ortopedije sa traumatologijom,,
dr,Veljko Milosavljević,spec. ortopedske hirurgije sa traumatologijom,,
dr,Vera Andrejić Kovandžić,,,
dr,Vera Đorđević,lekar na specijalizaciji interne medicine,,
dr,Vera Jolić,spec. kliničke farmakologije,,
dr,Vera M. Kamenica,,,
dr,Vera Mrkajić,dermatolog,,
dr,Vera Nikolić,lekar,,
dr,Vera Stojanović,ortoped,,
dr,Vera Tešić,anesteziolog,,
dr,Vera Vujović,spec. pedijatrije,,
doc. dr,Vera Zdravković,,,
dr,Verica Aćimović,specijalista pdijatar,,
dr,Verica Ilić,,,
dr,Verica Ivanovski,"specijalista ginekolog akušer, subspecijalista perinatolog",,
Prim. dr sci. med. ,Verica Lela Ilić,epidemiolog,,
Mr. sc. med. dr,Veroslava Stanković,spec. hirurgije,,
dr,Veselin Lukač,epidemiolog,,
dr,Vesna Aleksandrić,anesteziolog u penziji,,
dr,Vesna Andrejević,spec. socijalne medicine TA savetnik,,
dr,Vesna Bajić Joković,internista,,
Prof. dr,Vesna Bjegović Mikanović,,,
dr,Vesna Budić Spasić,lekar opšte medicine,,Beč
dr,Vesna Ćirić-Ljubinković,pedijatar neonatolog,,
dr,Vesna Ćosić,radiolog,,
dr,Vesna Dimitrijević,ORL specijalista,,
dr,Vesna Đokić,anesteziolog,,
dr,Vesna Đoković,,,
dr,Vesna Domitrica Miloradović,specijalista ginekologije i akušerstva,,
dr,Vesna Došen,lekar opšte medicine,,
dr,Vesna Đumić,specijalista,,
dr,Vesna Gavrilović Jevtić,stomatolog,,
dr,Vesna Ilić,pedijatar,,
dr,Vesna Ilić,internista,,
dr sci. med. ,Vesna Ivanisevic,neuropsihijatar,,
Prof. dr,Vesna Janić ,profesor u penziji,,
dr,Vesna Janošević,specijalista neurohirurgije,,
dr,Vesna Jovanović,ortoped,,
dr sci.,Vesna Jovanović Čupić,neuropsihijatar u penziji,,
Prim. dr,Vesna Jović Jevtić,pneumoftiziolog,,
dr,Vesna Jovićević,specijalista oftalmologije,,Švedska
dr,Vesna Kandić Vuković,anesteziolog,,
dr,Vesna Matić,stomatolog,,
dr,Vesna Mićić,spec. fizikalne medicine i rehabilitacije,,
dr,Vesna Mićunović,internista-nefrolog,,
dr,Vesna Mikić,stomatolog,,
dr,Vesna Mikulić,,,
dr,Vesna Milanović,,,
Prof. dr,Vesna Miletić,vanredni profesor Stomatološkog fakulteta Univerziteta u Beogradu,,
dr,Vesna Milovanović,spec. psihijatrije,,
dr,Vesna Muhić,oftalmolog,,
dr,Vesna Nikolić Alija,,,
dr,Vesna Njagulj,radiolog,,
dr,Vesna Opačić,stomatolog,,
Doc. dr,Vesna Pajtić,spec. anesteziologije sa reanimatologijom i intenzivnom terapijom,,
dr,Vesna Petrović,specijalista opšte medicine,,
dr,Vesna Plešić,doktor medicine,,
dr,Vesna Radić,,,
dr,Vesna Radisavljević,spec. interne medicine,,
dr,Vesna Rakić,spec. opšte medicine,,
dr,Vesna Roknić,"stomatolog, spec. stomatološke protetike",,
dr,Vesna Ružičić,,,
dr,Vesna Sević,doktor stomatologije,,
dr,Vesna Sovilj Trajković,stomatolog,,
dr,Vesna Stanisavljević,stomatolog,,
dr,Vesna Stojanović,ginekolog-akušer,,
dr,Vesna Subotić,spec. urgentne medicine,,
dr,Vesna Topić,radiolog,,
dr,Vesna Veljković,pneumoftiziolog,,
dr,Vesna Vukadinović,,,
Prim. dr,Vesna Vukoje,spec. urgentne medicine,,
dr,Vesna Vuković,spec. radiologije,,
dr,Vesna Živković,neurolog,,
dr,Vida Đokić,,,
dr,Vidak Todić,,,
Prof. dr sc med,Viktorija Cucić,,,
Prof. dr,Viktorija Vučaj-Ćirilović,radiolog,,
Prof. dr sci.,Vinka Vukotić,urolog,,
dr,Violeta Dragićević,,,
dr,Violeta Mičić,specijalista opšte medicine,,
dr,Violeta Milojević,specijalista opšte medicine,,
dr,Violeta Šošić,,,
dr,Violeta Vesović,anesteziolog,,
dr,Vlada Radivojević,neropsihijatar,,
Mr. sci. med. dr,Vladan Bajtajić,specijalista neurohirurgije,,
dr,Vladan Boćanin,opšta medicina,,
dr,Vladan Čokić,spec. interne medicine,,
dr,Vladan Jevremović,Lekar na specijalizaciji iz psihijatrije,,
dr,Vladan Jugović,spec. Psihijatrije,,
dr,Vladan Kovačević,spec. interne medicine,,
dr,Vladan Marković,radiolog,,
dr,Vladan Mihajlović,pedijatar,,
dr sci. med.,Vladan Milosević,,,Regensburg
Priv.-Doz. dr,Vladan Milović,vanredni profesor na J.W. Goethe Univerzitetu u Frankfurtu,,
dr,Vladan Ranković,infektolog,,
dr,Vladan Šćelović,,,
dr,Vladan Sekulić,anesteziolog,,
dr,Vladan Sretenović,Specijalista ortopedije vilica,,
dr,Vladan Tomić,,,
dr,Vladan Živković,spec. ortoped,,
dr,Vladimier Perović,stomatolog,,
dr,Vladimir Antić,ginekolog-akušer,,
Prim dr,Vladimir Arsenić,anesteziolog i reanimatolog u penziji,,
dr,Vladimir Babić,stomatolog,,
Prim. dr med.,Vladimir Blanuša,spec. interne medicine - gastroenterolog,,
dr,Vladimir Bogdanović,,,
Prof. dr,Vladimir Čanadanović,redovni profesor Medicinskog fakulteta u Novom Sadu,,
dr,Vladimir Đapić,,,
dr,Vladimir Davidović,hirurg,,
dr,Vladimir Debeljković,radiolog,,
,Vladimir Despić,molekularni biolog,,
dr,Vladimir Dolinić,,,
dr,Vladimir Đorđević,specijalista opšte hirurgije,,
Doc dr,Vladimir Dugalić,hirurg,,
Doc. Prim.dr,Vladimir Gajić,specijalista urgentne medicine,,
dr,Vladimir Gazdić,specijalista patologije,,
dr,Vladimir Gluhović,specijalizant anestezije,,
dr,Vladimir Harhaji,spec ortopedije i traumatologije,,
dr,Vladimir Jovanović,,,
dr sci med,Vladimir Jović,"specijalista psihijatrije, psihoanalitičar",,
dr,Vladimir Kojović,spec. urolog i dečiji hirurg,,
dr,Vladimir Kovačević,radiolog,,
dr,Vladimir Kukić,,,
dr,Vladimir Miladinović,,,
dr,Vladimir Milošević,psihijatar,,
dr,Vladimir Milovanović,dečiji hirurg-kardiohirurg,,
Prof. dr,Vladimir Pažin,,Redovni profesor Medicinskog fakulteta u Beogradu,
dr,Vladimir Perović,stomatolog,,
dr,Vladimir Petrović,spec. opšte hirurgije,,
dr,Vladimir Ranković,internista gastroenterohepatolog,,
Prim. dr,Vladimir Ristić,spec. fizikalne medicine i rehabilitacije,,
dr,Vladimir Savić,anesteziolog,,
dr,Vladimir Savić,ginekolog-akušer,,
dr,Vladimir Simić,,,
dr,Vladimir Stojanović,specijalizant,,
dr,Vladimir Stranjanac,anesteziolog,,
dr,Vladimir Sudimac,lekar,,
dr,Vladimir Suvajac,specijalista oftalmologije,,
dr,Vladimir Urban,spec. radiologije,,
dr,Vladimir Varjačić,,,
dr sci. med. ,Vladimir Vrsajkov,anesteziolog,,Novi Sad
dr,Vladimir Vučković,ortopedski hirurg,,
dr,Vladimir Zafirovski,specijalista vaskularne hirurgije,,
dr,Vladimir Zobenica,,,
dr,Vladislav Milosavljević,specijalizant internističke onkologije,,
dr,Vladislav Stokić,opšti i endokrini hirurg,,
dr,Vladislav Todorović,internista,,
dr,Vlastimir Ilić,urolog,,
dr,Voin Brković,internista - nefrolog,,
dr,Voja Cvetković,ortoped,,
dr,Vojin Mihailović,specijalista opšte hirurgije,,
dr,Vojislav Lukić,,,
dr,Vojislav Popović,anesteziolog,,
dr,Vojislav Stanković,Dečiji hirurg,,
Prof dr.,Vojislav Žižić,ginekolog,,
Prof. dr,Vojislava Nesković,vanredni profesor anesteziologije i intenzivnog lečenja,,
dr,Vojkan Čvorović,,,
dr,Vuk Joković,vaskularni hirurg,,
dr,Vuk Spasić,,,
dr sci. dr med.,Vuk Stambolović,,,
dr,Vuk Trifunović,specijalizant ortopedije i traumatologije,,"Nirnberg, Nemačka"
dr,Vuk Vučić,specijalista ortopedije sa traumatologijom,,
dr,Vukač Vujanac,,,
dr,Vukana Vuković Pavlović,pedijatar,,
dr,Vukašin Jovanović,ortoped,,
dr,Vukosava Kovačević,,,
dr,Zaim Sijarić,spec.opšte medicine,,
dr,Žaklina Kostić,,,
dr,Žaklina Leković,internista,,
dr,Žarko Stefan,spec. porodične medicine,,
dr,Zdenka Leštanin,spec.infektolog,,
Prof. dr,Zdeslav Milinković,ortoped,,
dr,Željana Čučković,anesteziolog,,
Prim. dr sc. med,Željka Aleksić,"Spec. nuklearne medicine, tiroidolog",,
dr,Željka Bužleta,spec. ortopedije vilice,,
dr,Željka Kovačević,specijalista radiologije,,
dr,Željko Bacotić,urolog,,
dr,Željko Brko,oftalmolog,,
dr,Željko Čvorović,spec. ORL,,
dr,Željko Davidović,,,
dr,Željko Jovanović,spec. opšte hirurgije,,Bor
Prof. dr,Željko Mijušković,,,
dr,Željko Milojić,anesteziolog,,
Mr sci med dr,Željko Milosavljević,pneumoftiziolog,,
dr,Željko Milošević,oftalmolog,,
dr,Željko Pakljanac,,,
mr sci. med. dr,Željko Radojković,spec. opšte hirurgije,,
dr,Zenaida Koca,,,
dr,Živan Marjanov,stomatolog,,
dr,Živan Stanisavljević,doktor stomatologije,,
dr,Živko Jovičić,,,
dr,Živko Stoilkov,spec. opšte i vaskularne hirurgije,,Ćuprija
Prof. dr,Živorad Nikolić,specijalista maksilofacijalne hirurgije,,
dr,Zlata Hufnagel,,,
dr,Zlata Jovanović-Ignjatić,fizijatar,,
dr,Zlatan Bojić,,,
dr,Zlatko Babić,spec. urgentne medicine,,
dr,Zlatko Bokun,spec. opšte hirurgije,,
dr,Zlatko Skurić,opšti hirurg,,
Prim. Mr Sci. Med.,Zlatko Vujičić,Spec. maksilofacijalne hirurgije,,
dr,Zlatomir Srdanov,spec. ginekolog akušer,,
Prim. dr,Zoja Ćirović,"Internista, magistar kardiologije",,
dr,Zoka Milan,anesteziolog,,
dr,Zoltan Lazar,internista kardiolog,,
dr,Zora Jorgačević,spec. pedijatar,,
dr,Zoran Bukva,ginekolog akušer,,
Prof. Dr,Zoran Ćirić,specijalista neuropsihijatar,redovni profesor Pravnog i Medicinskog fakulteta u Nišu,
dr sci med,Zoran Cvetković,,,
dr,Zoran Dimitrijević,"specijalista nuropsihijatrije, subspecijalista dečije psihijatrije",,
dr,Zoran Đukanović,spec. socijalne medicine,,
mr sci dr,Zoran Dukić,otorinolaringolog,,
dr,Zoran Ilić,,,
dr,Zoran Jezdović,lekar,,
dr,Zoran Katić,otorinolaringolog,,
dr,Zoran Kerču,specijalizant urologije,,
Prof. dr,Zoran Krstić,"dečiji hirurg, dečiji urolog",,
dr,Zoran Lazović,urolog,,
dr,Zoran Maričić,ginekolog akušer,,
dr,Zoran Matković,stomatolog,,
dr,Zoran Milankov,spec.oralni hirurg,,
dr,Zoran Milenković,"spec. anesteziolog, pulmolog u penziji",,
dr,Zoran Milosavljevic,pulmolog,,
dr,Zoran Mirković,internista hematolog,,
dr,Zoran Radovanović,spec.urgentne med.,,
dr,Zoran Romandić,dečji hirurg,,
dr,Zoran Šarac,specijalista opšte hirurgije,,
Prim. dr,Zoran Šarčević,specijalista sportske medicine,,
dr,Zoran Sretenović,ginekolog,,
dr sc.,Zoran Stanković,ginekolog,,
dr,Zoran Stefanović,ortopedski hirurg,,
dr,Zoran Stefanović,"radiolog, Šabac",,
mr sci. med. dr,Zoran Stojanović,opšti hirurg,,
dr,Zoran Stojilković,oftalmolog,,Niš
dr,Zoran Trifunović,spec. opšte hirurgije,,
dr,Zoran Veličković,specijalizant interne medicine,,
dr,Zoran Veljković,,,
dr,Zorana Ajtić Dronjak,doktor stomatologije,,
Prim. dr sci. med ,Zorana Đaković,dermatovenerolog,,
Prof dr,Zorana Gledović,epidemiolog,,
dr,Zorana Grubović,specijalista plastične i rekonstruktivne hirurgije,,
dr,Zorana Jurišin,,,
dr,Zorana Milićević,,,
dr,Zorana Nešić,,,
Prim. dr,Zorica Badnjar Đorđević,spec. opšte medicine u penziji,,
dr,Zorica Božić,spec. preventivne i dečje stomatologije,,
dr,Zorica Dimitrijević Aleksić,psihijatar u penziji,,
MD,Zorica Filipovic-Jewell,Assistant Professor of Psychiatry at Icahn School of Medicine at Mount Sinai,,
dr,Zorica Kojić,anesteziolog,,
dr,Zorica Mikić,,,
dr,Zorica Milanović Blažić,spec. opšte medicine,,
dr,Zorica Milosavljević,stomatolog,,
v. Prof dr.,Zorica Mladenović,,,
dr,Zorica Opačić,spec. ginekolog - akušer,,
dr,Zorica Perišić Mihailović,lekar opšte prakse,,
dr,Zorica Petrović,stomatolog,,
dr sc. med,Zorica Prokić,spec. ginekologije i akušerstva,,
dr,Zorica Radojević,pneumoftiziolog,,
dr,Zorica Radonjić,internista,,
dr,Zorica Simovljevic,stomatolog,,
dr sci. med. ,Zorica Slavnić,dermatovenerolog,,
Prof. dr,Zorica Stanojević,Spec. interne medicine i subspecijalista klinicke onkologije u penziji,,
dr,Zorica Vasiljević,Institut za zdravstvenu zaštitu majke i deteta Srbije,,
dr,Zorka Lalić-Milosavljević,dermatovenerolog,,
dr,Zulkefil Sadović,dečji hirurg,,
dr,Zumreta Halitović,specijalizant urgentne medicine,,
Prim. dr,Zvonko Abramović,spec. opšte medicine u penziji,,
dr,Zvonko Todorov,anesteziolog,,
dr,Mira Petrović,spec. psihijatrije,,
dr,Goran Šljivić,internista kardiolog,,
dr,Slavica Martinović-Matić,,,
dr,Emina Ilić,stomatolog,,
dr,Marijana Matejić-Spasić,,,
